"","To","From","Airline","Distance","Duration","name","destination_long","destination_lat","origin_long","origin_lat","RouteInfo"
"2132","JER","AMS","Skynet Airlines",371,"01:14","Jersey Airport",-2.1955099105835,49.2079010009766,4.7683,52.3105,"<b>AMS - JER; Airline: Skynet Airlines; Distance: 371; Flight Time: 01:14Hrs</b>"
"2141","JFK","AMS","Delta Air Lines",3631,"07:45","John F Kennedy International Airport",-73.77890015,40.63980103,4.7683,52.3105,"<b>AMS - JFK; Airline: Delta Air Lines; Distance: 3631; Flight Time: 07:45Hrs</b>"
"216","JKH","AMS","Transavia Holland",1406,"03:18","Chios Island National Airport",26.1406002044678,38.3432006835938,4.7683,52.3105,"<b>AMS - JKH; Airline: Transavia Holland; Distance: 1406; Flight Time: 03:18Hrs</b>"
"2172","JMK","AMS","Transavia Holland",1428,"03:21","Mikonos Airport",25.3481006622314,37.4351005554199,4.7683,52.3105,"<b>AMS - JMK; Airline: Transavia Holland; Distance: 1428; Flight Time: 03:21Hrs</b>"
"218","JNB","AMS","KLM Royal Dutch Airlines",5599,"11:41","OR Tambo International Airport",28.246,-26.1392,4.7683,52.3105,"<b>AMS - JNB; Airline: KLM Royal Dutch Airlines; Distance: 5599; Flight Time: 11:41Hrs</b>"
"2211","JRO","AMS","Air France",4285,"09:04","Kilimanjaro International Airport",37.0745010376,-3.42940998077,4.7683,52.3105,"<b>AMS - JRO; Airline: Air France; Distance: 4285; Flight Time: 09:04Hrs</b>"
"224","JTR","AMS","Transavia Holland",1490,"03:28","Santorini Airport",25.4792995452881,36.3992004394531,4.7683,52.3105,"<b>AMS - JTR; Airline: Transavia Holland; Distance: 1490; Flight Time: 03:28Hrs</b>"
"2252","KBP","AMS","KLM Royal Dutch Airlines",1129,"02:45","Boryspil International Airport",30.8946990966797,50.3450012207031,4.7683,52.3105,"<b>AMS - KBP; Airline: KLM Royal Dutch Airlines; Distance: 1129; Flight Time: 02:45Hrs</b>"
"2272","KEF","AMS","Icelandair",1265,"03:01","Keflavik International Airport",-22.605600357056,63.985000610352,4.7683,52.3105,"<b>AMS - KEF; Airline: Icelandair; Distance: 1265; Flight Time: 03:01Hrs</b>"
"2281","KGL","AMS","Air France",4028,"08:33","Kigali International Airport",30.1395,-1.96863,4.7683,52.3105,"<b>AMS - KGL; Airline: Air France; Distance: 4028; Flight Time: 08:33Hrs</b>"
"2311","KGS","AMS","Transavia Holland",1522,"03:32","Kos Airport",27.0916996002197,36.7933006286621,4.7683,52.3105,"<b>AMS - KGS; Airline: Transavia Holland; Distance: 1522; Flight Time: 03:32Hrs</b>"
"2322","KIT","AMS","Transavia Holland",1419,"03:20","Kithira Airport",23.0170001984,36.2742996216,4.7683,52.3105,"<b>AMS - KIT; Airline: Transavia Holland; Distance: 1419; Flight Time: 03:20Hrs</b>"
"2331","KIX","AMS","KLM Royal Dutch Airlines",5739,"11:58","Kansai International Airport",135.244003295898,34.4272994995117,4.7683,52.3105,"<b>AMS - KIX; Airline: KLM Royal Dutch Airlines; Distance: 5739; Flight Time: 11:58Hrs</b>"
"2341","KRK","AMS","Eurolot",666,"01:49","Kraków John Paul II International Airport",19.7848,50.077702,4.7683,52.3105,"<b>AMS - KRK; Airline: Eurolot; Distance: 666; Flight Time: 01:49Hrs</b>"
"2351","KRS","AMS","Alitalia",427,"01:21","Kristiansand Airport",8.08537,58.204201,4.7683,52.3105,"<b>AMS - KRS; Airline: Alitalia; Distance: 427; Flight Time: 01:21Hrs</b>"
"2371","KUL","AMS","Air France",6357,"13:12","Kuala Lumpur International Airport",101.70999908447,2.745579957962,4.7683,52.3105,"<b>AMS - KUL; Airline: Air France; Distance: 6357; Flight Time: 13:12Hrs</b>"
"240","KWI","AMS","Air France",2704,"05:54","Kuwait International Airport",47.9688987731934,29.2266006469727,4.7683,52.3105,"<b>AMS - KWI; Airline: Air France; Distance: 2704; Flight Time: 05:54Hrs</b>"
"2431","KYA","AMS","Pegasus Airlines",1659,"03:49","Konya Airport",32.561901,37.979,4.7683,52.3105,"<b>AMS - KYA; Airline: Pegasus Airlines; Distance: 1659; Flight Time: 03:49Hrs</b>"
"244","LAD","AMS","KLM Royal Dutch Airlines",4253,"09:00","Quatro de Fevereiro Airport",13.2312,-8.85837,4.7683,52.3105,"<b>AMS - LAD; Airline: KLM Royal Dutch Airlines; Distance: 4253; Flight Time: 09:00Hrs</b>"
"2451","LAX","AMS","Delta Air Lines",5561,"11:37","Los Angeles International Airport",-118.4079971,33.94250107,4.7683,52.3105,"<b>AMS - LAX; Airline: Delta Air Lines; Distance: 5561; Flight Time: 11:37Hrs</b>"
"2471","LBA","AMS","Alitalia",287,"01:04","Leeds Bradford Airport",-1.66057002544403,53.8658981323242,4.7683,52.3105,"<b>AMS - LBA; Airline: Alitalia; Distance: 287; Flight Time: 01:04Hrs</b>"
"2501","LCA","AMS","Cyprus Airways",1857,"04:12","Larnaca International Airport",33.6249008178711,34.8750991821289,4.7683,52.3105,"<b>AMS - LCA; Airline: Cyprus Airways; Distance: 1857; Flight Time: 04:12Hrs</b>"
"2521","LCY","AMS","Air France",208,"00:54","London City Airport",0.055278,51.505299,4.7683,52.3105,"<b>AMS - LCY; Airline: Air France; Distance: 208; Flight Time: 00:54Hrs</b>"
"2561","LED","AMS","KLM Royal Dutch Airlines",1101,"02:42","Pulkovo Airport",30.2625007629395,59.8003005981445,4.7683,52.3105,"<b>AMS - LED; Airline: KLM Royal Dutch Airlines; Distance: 1101; Flight Time: 02:42Hrs</b>"
"2581","LEJ","AMS","Flybaboo",324,"01:08","Leipzig/Halle Airport",12.236389,51.423889,4.7683,52.3105,"<b>AMS - LEJ; Airline: Flybaboo; Distance: 324; Flight Time: 01:08Hrs</b>"
"2591","LGW","AMS","British Airways",226,"00:57","London Gatwick Airport",-0.190278,51.148102,4.7683,52.3105,"<b>AMS - LGW; Airline: British Airways; Distance: 226; Flight Time: 00:57Hrs</b>"
"2611","LHR","AMS","American Airlines",230,"00:57","London Heathrow Airport",-0.461941,51.4706,4.7683,52.3105,"<b>AMS - LHR; Airline: American Airlines; Distance: 230; Flight Time: 00:57Hrs</b>"
"2661","LIM","AMS","Alitalia",6533,"13:33","Jorge Chávez International Airport",-77.114305,-12.0219,4.7683,52.3105,"<b>AMS - LIM; Airline: Alitalia; Distance: 6533; Flight Time: 13:33Hrs</b>"
"2682","LIN","AMS","Air One",516,"01:31","Milano Linate Airport",9.27674,45.445099,4.7683,52.3105,"<b>AMS - LIN; Airline: Air One; Distance: 516; Flight Time: 01:31Hrs</b>"
"2712","LIS","AMS","Finnair",1146,"02:47","Humberto Delgado Airport (Lisbon Portela Airport)",-9.13592,38.7813,4.7683,52.3105,"<b>AMS - LIS; Airline: Finnair; Distance: 1146; Flight Time: 02:47Hrs</b>"
"279","LJU","AMS","Adria Airways",605,"01:42","Ljubljana Jože Pučnik Airport",14.4576,46.223701,4.7683,52.3105,"<b>AMS - LJU; Airline: Adria Airways; Distance: 605; Flight Time: 01:42Hrs</b>"
"2802","LOS","AMS","KLM Royal Dutch Airlines",3158,"06:48","Murtala Muhammed International Airport",3.32116007804871,6.57737016677856,4.7683,52.3105,"<b>AMS - LOS; Airline: KLM Royal Dutch Airlines; Distance: 3158; Flight Time: 06:48Hrs</b>"
"2811","LPA","AMS","Transavia Holland",1976,"04:27","Gran Canaria Airport",-15.3865995407104,27.9319000244141,4.7683,52.3105,"<b>AMS - LPA; Airline: Transavia Holland; Distance: 1976; Flight Time: 04:27Hrs</b>"
"282","LPI","AMS","KLM Royal Dutch Airlines",599,"01:41","Linköping City Airport",15.6805000305,58.4062004089,4.7683,52.3105,"<b>AMS - LPI; Airline: KLM Royal Dutch Airlines; Distance: 599; Flight Time: 01:41Hrs</b>"
"2832","LPL","AMS","easyJet",325,"01:09","Liverpool John Lennon Airport",-2.8497200012207,53.3335990905762,4.7683,52.3105,"<b>AMS - LPL; Airline: easyJet; Distance: 325; Flight Time: 01:09Hrs</b>"
"2841","LTN","AMS","easyJet",219,"00:56","London Luton Airport",-0.368333011865616,51.874698638916,4.7683,52.3105,"<b>AMS - LTN; Airline: easyJet; Distance: 219; Flight Time: 00:56Hrs</b>"
"2851","LUX","AMS","KLM Royal Dutch Airlines",195,"00:53","Luxembourg-Findel International Airport",6.2044444,49.6233333,4.7683,52.3105,"<b>AMS - LUX; Airline: KLM Royal Dutch Airlines; Distance: 195; Flight Time: 00:53Hrs</b>"
"2862","LYS","AMS","Air France",454,"01:24","Lyon Saint-Exupéry Airport",5.081111,45.725556,4.7683,52.3105,"<b>AMS - LYS; Airline: Air France; Distance: 454; Flight Time: 01:24Hrs</b>"
"288","MAD","AMS","KLM Royal Dutch Airlines",907,"02:18","Adolfo Suárez Madrid–Barajas Airport",-3.56264,40.471926,4.7683,52.3105,"<b>AMS - MAD; Airline: KLM Royal Dutch Airlines; Distance: 907; Flight Time: 02:18Hrs</b>"
"2911","MAN","AMS","China Airlines",302,"01:06","Manchester Airport",-2.27495002746582,53.3536987304688,4.7683,52.3105,"<b>AMS - MAN; Airline: China Airlines; Distance: 302; Flight Time: 01:06Hrs</b>"
"2942","MEX","AMS","KLM Royal Dutch Airlines",5717,"11:56","Licenciado Benito Juarez International Airport",-99.072098,19.4363,4.7683,52.3105,"<b>AMS - MEX; Airline: KLM Royal Dutch Airlines; Distance: 5717; Flight Time: 11:56Hrs</b>"
"2951","MLA","AMS","Transavia Holland",1231,"02:57","Malta International Airport",14.4775,35.857498,4.7683,52.3105,"<b>AMS - MLA; Airline: Transavia Holland; Distance: 1231; Flight Time: 02:57Hrs</b>"
"297","MME","AMS","Alitalia",296,"01:05","Durham Tees Valley Airport",-1.42940998077393,54.5092010498047,4.7683,52.3105,"<b>AMS - MME; Airline: Alitalia; Distance: 296; Flight Time: 01:05Hrs</b>"
"2991","MRS","AMS","Air France",612,"01:43","Marseille Provence Airport",5.22142410278,43.439271922,4.7683,52.3105,"<b>AMS - MRS; Airline: Air France; Distance: 612; Flight Time: 01:43Hrs</b>"
"3011","MSP","AMS","Delta Air Lines",4151,"08:48","Minneapolis-St Paul International/Wold-Chamberlain Airport",-93.221802,44.882,4.7683,52.3105,"<b>AMS - MSP; Airline: Delta Air Lines; Distance: 4151; Flight Time: 08:48Hrs</b>"
"3031","MSQ","AMS","Belavia Belarusian Airlines",966,"02:25","Minsk National Airport",28.030700683594,53.882499694824,4.7683,52.3105,"<b>AMS - MSQ; Airline: Belavia Belarusian Airlines; Distance: 966; Flight Time: 02:25Hrs</b>"
"304","MUC","AMS","KLM Royal Dutch Airlines",412,"01:19","Flughafen München-Riem",11.69029999,48.137798309,4.7683,52.3105,"<b>AMS - MUC; Airline: KLM Royal Dutch Airlines; Distance: 412; Flight Time: 01:19Hrs</b>"
"3082","MXP","AMS","easyJet",494,"01:29","Malpensa International Airport",8.72811,45.6306,4.7683,52.3105,"<b>AMS - MXP; Airline: easyJet; Distance: 494; Flight Time: 01:29Hrs</b>"
"3091","NAP","AMS","Transavia Holland",907,"02:18","Naples International Airport",14.2908,40.886002,4.7683,52.3105,"<b>AMS - NAP; Airline: Transavia Holland; Distance: 907; Flight Time: 02:18Hrs</b>"
"3101","NBO","AMS","Alitalia",4146,"08:47","Jomo Kenyatta International Airport",36.9277992249,-1.31923997402,4.7683,52.3105,"<b>AMS - NBO; Airline: Alitalia; Distance: 4146; Flight Time: 08:47Hrs</b>"
"313","NCE","AMS","Air France",607,"01:42","Nice-Côte d'Azur Airport",7.21586990356,43.6584014893,4.7683,52.3105,"<b>AMS - NCE; Airline: Air France; Distance: 607; Flight Time: 01:42Hrs</b>"
"3161","NCL","AMS","KLM Royal Dutch Airlines",324,"01:08","Newcastle Airport",-1.69166994094849,55.0374984741211,4.7683,52.3105,"<b>AMS - NCL; Airline: KLM Royal Dutch Airlines; Distance: 324; Flight Time: 01:08Hrs</b>"
"3181","NDR","AMS","Air Arabia Maroc",1256,"03:00","Nador International Airport",-3.0282099247,34.9888000488,4.7683,52.3105,"<b>AMS - NDR; Airline: Air Arabia Maroc; Distance: 1256; Flight Time: 03:00Hrs</b>"
"3201","NRT","AMS","KLM Royal Dutch Airlines",5787,"12:04","Narita International Airport",140.386001587,35.7647018433,4.7683,52.3105,"<b>AMS - NRT; Airline: KLM Royal Dutch Airlines; Distance: 5787; Flight Time: 12:04Hrs</b>"
"3211","NTE","AMS","Air France",455,"01:24","Nantes Atlantique Airport",-1.61073005199,47.1531982422,4.7683,52.3105,"<b>AMS - NTE; Airline: Air France; Distance: 455; Flight Time: 01:24Hrs</b>"
"3231","NUE","AMS","KLM Royal Dutch Airlines",336,"01:10","Nuremberg Airport",11.078056,49.498699,4.7683,52.3105,"<b>AMS - NUE; Airline: KLM Royal Dutch Airlines; Distance: 336; Flight Time: 01:10Hrs</b>"
"3241","NWI","AMS","Alitalia",148,"00:47","Norwich International Airport",1.28278005123,52.6758003235,4.7683,52.3105,"<b>AMS - NWI; Airline: Alitalia; Distance: 148; Flight Time: 00:47Hrs</b>"
"3261","OPO","AMS","Finnair",990,"02:28","Francisco de Sá Carneiro Airport",-8.68138980865,41.2481002808,4.7683,52.3105,"<b>AMS - OPO; Airline: Finnair; Distance: 990; Flight Time: 02:28Hrs</b>"
"3301","ORD","AMS","Delta Air Lines",4106,"08:42","Chicago O'Hare International Airport",-87.9048,41.9786,4.7683,52.3105,"<b>AMS - ORD; Airline: Delta Air Lines; Distance: 4106; Flight Time: 08:42Hrs</b>"
"3341","ORK","AMS","Aer Lingus",562,"01:37","Cork Airport",-8.49110984802246,51.8413009643555,4.7683,52.3105,"<b>AMS - ORK; Airline: Aer Lingus; Distance: 562; Flight Time: 01:37Hrs</b>"
"3351","OSL","AMS","Norwegian Air Shuttle",590,"01:40","Oslo Gardermoen Airport",11.100399971008,60.193901062012,4.7683,52.3105,"<b>AMS - OSL; Airline: Norwegian Air Shuttle; Distance: 590; Flight Time: 01:40Hrs</b>"
"3381","OTP","AMS","KLM Royal Dutch Airlines",1107,"02:42","Henri Coandă International Airport",26.085,44.5711111,4.7683,52.3105,"<b>AMS - OTP; Airline: KLM Royal Dutch Airlines; Distance: 1107; Flight Time: 02:42Hrs</b>"
"340","PBM","AMS","KLM Royal Dutch Airlines",4672,"09:50","Johan Adolf Pengel International Airport",-55.1878013611,5.4528298378,4.7683,52.3105,"<b>AMS - PBM; Airline: KLM Royal Dutch Airlines; Distance: 4672; Flight Time: 09:50Hrs</b>"
"342","PDL","AMS","SATA International",1774,"04:02","João Paulo II Airport",-25.6979007721,37.7411994934,4.7683,52.3105,"<b>AMS - PDL; Airline: SATA International; Distance: 1774; Flight Time: 04:02Hrs</b>"
"343","PDX","AMS","Delta Air Lines",4986,"10:28","Portland International Airport",-122.5979996,45.58869934,4.7683,52.3105,"<b>AMS - PDX; Airline: Delta Air Lines; Distance: 4986; Flight Time: 10:28Hrs</b>"
"3451","PEK","AMS","China Southern Airlines",4860,"10:13","Beijing Capital International Airport",116.584999084473,40.0801010131836,4.7683,52.3105,"<b>AMS - PEK; Airline: China Southern Airlines; Distance: 4860; Flight Time: 10:13Hrs</b>"
"3471","PFO","AMS","Transavia Holland",1824,"04:08","Paphos International Airport",32.4856986999512,34.7179985046387,4.7683,52.3105,"<b>AMS - PFO; Airline: Transavia Holland; Distance: 1824; Flight Time: 04:08Hrs</b>"
"348","PHL","AMS","American Airlines",3724,"07:56","Philadelphia International Airport",-75.241096496582,39.871898651123,4.7683,52.3105,"<b>AMS - PHL; Airline: American Airlines; Distance: 3724; Flight Time: 07:56Hrs</b>"
"350","PMI","AMS","Transavia Holland",886,"02:16","Palma De Mallorca Airport",2.73881006241,39.551700592,4.7683,52.3105,"<b>AMS - PMI; Airline: Transavia Holland; Distance: 886; Flight Time: 02:16Hrs</b>"
"3531","PMO","AMS","Air One",1054,"02:36","Falcone–Borsellino Airport",13.091,38.175999,4.7683,52.3105,"<b>AMS - PMO; Airline: Air One; Distance: 1054; Flight Time: 02:36Hrs</b>"
"3561","POP","AMS","Arkefly",4529,"09:33","Gregorio Luperon International Airport",-70.5699996948242,19.7579002380371,4.7683,52.3105,"<b>AMS - POP; Airline: Arkefly; Distance: 4529; Flight Time: 09:33Hrs</b>"
"357","PRG","AMS","KLM Royal Dutch Airlines",437,"01:22","Václav Havel Airport Prague",14.26,50.1008,4.7683,52.3105,"<b>AMS - PRG; Airline: KLM Royal Dutch Airlines; Distance: 437; Flight Time: 01:22Hrs</b>"
"3611","PSA","AMS","Transavia Holland",649,"01:47","Pisa International Airport",10.3927,43.683899,4.7683,52.3105,"<b>AMS - PSA; Airline: Transavia Holland; Distance: 649; Flight Time: 01:47Hrs</b>"
"362","PTY","AMS","Alitalia",5473,"11:26","Tocumen International Airport",-79.3834991455,9.0713596344,4.7683,52.3105,"<b>AMS - PTY; Airline: Alitalia; Distance: 5473; Flight Time: 11:26Hrs</b>"
"364","PUJ","AMS","Arkefly",4499,"09:29","Punta Cana International Airport",-68.3634033203,18.5673999786,4.7683,52.3105,"<b>AMS - PUJ; Airline: Arkefly; Distance: 4499; Flight Time: 09:29Hrs</b>"
"3651","PVG","AMS","China Southern Airlines",5533,"11:33","Shanghai Pudong International Airport",121.805000305176,31.1434001922607,4.7683,52.3105,"<b>AMS - PVG; Airline: China Southern Airlines; Distance: 5533; Flight Time: 11:33Hrs</b>"
"3681","PVK","AMS","Transavia Holland",1199,"02:53","Aktion National Airport",20.7653007507324,38.9254989624023,4.7683,52.3105,"<b>AMS - PVK; Airline: Transavia Holland; Distance: 1199; Flight Time: 02:53Hrs</b>"
"369","RAK","AMS","Transavia Holland",1567,"03:38","Menara Airport",-8.03629970551,31.6068992615,4.7683,52.3105,"<b>AMS - RAK; Airline: Transavia Holland; Distance: 1567; Flight Time: 03:38Hrs</b>"
"370","RHO","AMS","Transavia Holland",1577,"03:39","Diagoras Airport",28.0862007141113,36.4053993225098,4.7683,52.3105,"<b>AMS - RHO; Airline: Transavia Holland; Distance: 1577; Flight Time: 03:39Hrs</b>"
"3711","RIX","AMS","Air Baltic",827,"02:09","Riga International Airport",23.9710998535156,56.9235992431641,4.7683,52.3105,"<b>AMS - RIX; Airline: Air Baltic; Distance: 827; Flight Time: 02:09Hrs</b>"
"3731","SAW","AMS","Transavia Holland",1395,"03:17","Sabiha Gökçen International Airport",29.3092002869,40.898601532,4.7683,52.3105,"<b>AMS - SAW; Airline: Transavia Holland; Distance: 1395; Flight Time: 03:17Hrs</b>"
"376","SEA","AMS","Delta Air Lines",4868,"10:14","Seattle Tacoma International Airport",-122.308998,47.449001,4.7683,52.3105,"<b>AMS - SEA; Airline: Delta Air Lines; Distance: 4868; Flight Time: 10:14Hrs</b>"
"3781","SEN","AMS","easyJet",180,"00:51","Southend Airport",0.695555984973907,51.5713996887207,4.7683,52.3105,"<b>AMS - SEN; Airline: easyJet; Distance: 180; Flight Time: 00:51Hrs</b>"
"379","SFB","AMS","Arkefly",4507,"09:30","Orlando Sanford International Airport",-81.2375030517578,28.7775993347168,4.7683,52.3105,"<b>AMS - SFB; Airline: Arkefly; Distance: 4507; Flight Time: 09:30Hrs</b>"
"380","SFO","AMS","Delta Air Lines",5455,"11:24","San Francisco International Airport",-122.375,37.6189994812012,4.7683,52.3105,"<b>AMS - SFO; Airline: Delta Air Lines; Distance: 5455; Flight Time: 11:24Hrs</b>"
"3821","SIN","AMS","KLM Royal Dutch Airlines",6529,"13:33","Singapore Changi Airport",103.994003,1.35019,4.7683,52.3105,"<b>AMS - SIN; Airline: KLM Royal Dutch Airlines; Distance: 6529; Flight Time: 13:33Hrs</b>"
"384","SKG","AMS","Transavia Holland",1182,"02:51","Thessaloniki Macedonia International Airport",22.9708995819092,40.5196990966797,4.7683,52.3105,"<b>AMS - SKG; Airline: Transavia Holland; Distance: 1182; Flight Time: 02:51Hrs</b>"
"3851","SMI","AMS","Transavia Holland",1468,"03:26","Samos Airport",26.9116992950439,37.689998626709,4.7683,52.3105,"<b>AMS - SMI; Airline: Transavia Holland; Distance: 1468; Flight Time: 03:26Hrs</b>"
"3861","SOF","AMS","Bulgaria Air",1088,"02:40","Sofia Airport",23.4114360809326,42.6966934204102,4.7683,52.3105,"<b>AMS - SOF; Airline: Bulgaria Air; Distance: 1088; Flight Time: 02:40Hrs</b>"
"387","SOU","AMS","Flybe",278,"01:03","Southampton Airport",-1.35679996013641,50.9502983093262,4.7683,52.3105,"<b>AMS - SOU; Airline: Flybe; Distance: 278; Flight Time: 01:03Hrs</b>"
"3881","SPC","AMS","Transavia Holland",2000,"04:30","La Palma Airport",-17.7556,28.626499,4.7683,52.3105,"<b>AMS - SPC; Airline: Transavia Holland; Distance: 2000; Flight Time: 04:30Hrs</b>"
"389","STN","AMS","easyJet",194,"00:53","London Stansted Airport",0.234999999404,51.8849983215,4.7683,52.3105,"<b>AMS - STN; Airline: easyJet; Distance: 194; Flight Time: 00:53Hrs</b>"
"390","STR","AMS","KLM Royal Dutch Airlines",317,"01:08","Stuttgart Airport",9.22196006775,48.6898994446,4.7683,52.3105,"<b>AMS - STR; Airline: KLM Royal Dutch Airlines; Distance: 317; Flight Time: 01:08Hrs</b>"
"3911","SUF","AMS","Transavia Holland",1076,"02:39","Lamezia Terme Airport",16.2423,38.905399,4.7683,52.3105,"<b>AMS - SUF; Airline: Transavia Holland; Distance: 1076; Flight Time: 02:39Hrs</b>"
"3921","SVG","AMS","Alitalia",454,"01:24","Stavanger Airport Sola",5.6377801895,58.876701354,4.7683,52.3105,"<b>AMS - SVG; Airline: Alitalia; Distance: 454; Flight Time: 01:24Hrs</b>"
"3941","SVO","AMS","KLM Royal Dutch Airlines",1331,"03:09","Sheremetyevo International Airport",37.4146,55.972599,4.7683,52.3105,"<b>AMS - SVO; Airline: KLM Royal Dutch Airlines; Distance: 1331; Flight Time: 03:09Hrs</b>"
"396","SVQ","AMS","Transavia Holland",1150,"02:48","Sevilla Airport",-5.8931097984314,37.4179992675781,4.7683,52.3105,"<b>AMS - SVQ; Airline: Transavia Holland; Distance: 1150; Flight Time: 02:48Hrs</b>"
"399","SXB","AMS","Airlinair",289,"01:04","Strasbourg Airport",7.62823009490967,48.5382995605469,4.7683,52.3105,"<b>AMS - SXB; Airline: Airlinair; Distance: 289; Flight Time: 01:04Hrs</b>"
"402","SXF","AMS","easyJet",369,"01:14","Berlin-Schönefeld Airport",13.5225,52.380001,4.7683,52.3105,"<b>AMS - SXF; Airline: easyJet; Distance: 369; Flight Time: 01:14Hrs</b>"
"4031","SXM","AMS","KLM Royal Dutch Airlines",4305,"09:06","Princess Juliana International Airport",-63.1088981628,18.0410003662,4.7683,52.3105,"<b>AMS - SXM; Airline: KLM Royal Dutch Airlines; Distance: 4305; Flight Time: 09:06Hrs</b>"
"404","TBS","AMS","Georgian Airways",1999,"04:29","Tbilisi International Airport",44.95470047,41.6692008972,4.7683,52.3105,"<b>AMS - TBS; Airline: Georgian Airways; Distance: 1999; Flight Time: 04:29Hrs</b>"
"4061","TFS","AMS","Transavia Holland",2002,"04:30","Tenerife South Airport",-16.5725002289,28.044500351,4.7683,52.3105,"<b>AMS - TFS; Airline: Transavia Holland; Distance: 2002; Flight Time: 04:30Hrs</b>"
"407","TLL","AMS","KLM Royal Dutch Airlines",914,"02:19","Lennart Meri Tallinn Airport",24.8327999115,59.4132995605,4.7683,52.3105,"<b>AMS - TLL; Airline: KLM Royal Dutch Airlines; Distance: 914; Flight Time: 02:19Hrs</b>"
"4091","TLS","AMS","Air France",619,"01:44","Toulouse-Blagnac Airport",1.36382,43.629101,4.7683,52.3105,"<b>AMS - TLS; Airline: Air France; Distance: 619; Flight Time: 01:44Hrs</b>"
"4111","TLV","AMS","Transavia Holland",2056,"04:36","Ben Gurion International Airport",34.8866996765137,32.0113983154297,4.7683,52.3105,"<b>AMS - TLV; Airline: Transavia Holland; Distance: 2056; Flight Time: 04:36Hrs</b>"
"4151","TNG","AMS","Air Arabia Maroc",1258,"03:00","Ibn Batouta Airport",-5.91689014435,35.7268981934,4.7683,52.3105,"<b>AMS - TNG; Airline: Air Arabia Maroc; Distance: 1258; Flight Time: 03:00Hrs</b>"
"417","TPE","AMS","Air France",5863,"12:13","Taiwan Taoyuan International Airport",121.233002,25.0777,4.7683,52.3105,"<b>AMS - TPE; Airline: Air France; Distance: 5863; Flight Time: 12:13Hrs</b>"
"4191","TRD","AMS","Alitalia",801,"02:06","Trondheim Airport Værnes",10.9239998,63.4578018,4.7683,52.3105,"<b>AMS - TRD; Airline: Alitalia; Distance: 801; Flight Time: 02:06Hrs</b>"
"4211","TRF","AMS","Alitalia",520,"01:32","Sandefjord Airport, Torp",10.258600235,59.1866989136,4.7683,52.3105,"<b>AMS - TRF; Airline: Alitalia; Distance: 520; Flight Time: 01:32Hrs</b>"
"4231","TRN","AMS","Transavia Holland",507,"01:30","Turin Airport",7.64963,45.200802,4.7683,52.3105,"<b>AMS - TRN; Airline: Transavia Holland; Distance: 507; Flight Time: 01:30Hrs</b>"
"424","TUN","AMS","Tunisair",1099,"02:41","Tunis Carthage International Airport",10.2271995544434,36.851001739502,4.7683,52.3105,"<b>AMS - TUN; Airline: Tunisair; Distance: 1099; Flight Time: 02:41Hrs</b>"
"425","TXL","AMS","Alitalia",359,"01:13","Berlin-Tegel Airport",13.2877,52.5597,4.7683,52.3105,"<b>AMS - TXL; Airline: Alitalia; Distance: 359; Flight Time: 01:13Hrs</b>"
"4271","UIO","AMS","Air France",5931,"12:21","Mariscal Sucre International Airport",-78.3575,-0.129166666667,4.7683,52.3105,"<b>AMS - UIO; Airline: Air France; Distance: 5931; Flight Time: 12:21Hrs</b>"
"429","VCE","AMS","Alitalia",581,"01:39","Venice Marco Polo Airport",12.3519,45.505299,4.7683,52.3105,"<b>AMS - VCE; Airline: Alitalia; Distance: 581; Flight Time: 01:39Hrs</b>"
"4321","VIE","AMS","KLM Royal Dutch Airlines",595,"01:41","Vienna International Airport",16.569700241089,48.110298156738,4.7683,52.3105,"<b>AMS - VIE; Airline: KLM Royal Dutch Airlines; Distance: 595; Flight Time: 01:41Hrs</b>"
"434","VLC","AMS","Transavia Holland",919,"02:20","Valencia Airport",-0.481625,39.4893,4.7683,52.3105,"<b>AMS - VLC; Airline: Transavia Holland; Distance: 919; Flight Time: 02:20Hrs</b>"
"4371","VRA","AMS","Arkefly",4813,"10:07","Juan Gualberto Gomez International Airport",-81.435302734375,23.0344009399414,4.7683,52.3105,"<b>AMS - VRA; Airline: Arkefly; Distance: 4813; Flight Time: 10:07Hrs</b>"
"4381","VRN","AMS","Transavia Holland",552,"01:36","Verona Villafranca Airport",10.8885,45.395699,4.7683,52.3105,"<b>AMS - VRN; Airline: Transavia Holland; Distance: 552; Flight Time: 01:36Hrs</b>"
"439","VXE","AMS","TACV",2937,"06:22","São Pedro Airport",-25.0552997589111,16.8332004547119,4.7683,52.3105,"<b>AMS - VXE; Airline: TACV; Distance: 2937; Flight Time: 06:22Hrs</b>"
"4401","VXO","AMS","Estonian Air",509,"01:31","Växjö Kronoberg Airport",14.7279996871948,56.9291000366211,4.7683,52.3105,"<b>AMS - VXO; Airline: Estonian Air; Distance: 509; Flight Time: 01:31Hrs</b>"
"4411","WAW","AMS","KLM Royal Dutch Airlines",683,"01:51","Warsaw Chopin Airport",20.9671001434,52.1656990051,4.7683,52.3105,"<b>AMS - WAW; Airline: KLM Royal Dutch Airlines; Distance: 683; Flight Time: 01:51Hrs</b>"
"4431","XMN","AMS","China Southern Airlines",5786,"12:04","Xiamen Gaoqi International Airport",118.127998352051,24.5440006256104,4.7683,52.3105,"<b>AMS - XMN; Airline: China Southern Airlines; Distance: 5786; Flight Time: 12:04Hrs</b>"
